comm_id,donor_id,campaign_id,comm_date,comm_type,outcome,resulted_in_donation,cost
COM002652,D01227,C024,2021-08-26,SMS,No Response,0,19.97
COM002653,D00440,C009,2024-01-06,Thank You Letter,No Response,0,11.07
COM002654,D00761,C020,2021-09-07,Thank You Letter,Unsubscribed,0,20.77
COM002655,D00825,C001,2023-09-14,Email,Opened,0,6.62
COM002656,D00928,C012,2024-05-27,Email,No Response,0,16.47
COM002657,D00692,C022,2020-11-20,Impact Report,No Response,0,19.5
COM002658,D01485,C029,2024-11-30,Direct Mail,No Response,0,9.78
COM002659,D00870,C017,2023-03-19,Direct Mail,Unsubscribed,0,8.53
COM002660,D01962,C009,2020-02-20,Event Invitation,Opened,0,3.63
COM002661,D01045,C029,2023-03-11,Event Invitation,Called Back,0,5.87
COM002662,D00505,C017,2021-08-01,Phone Call,Opened,0,4.21
COM002663,D00905,C027,2021-04-23,Email,Opened,0,16.74
COM002664,D01421,C023,2020-04-14,Phone Call,No Response,0,6.48
COM002665,D00968,C006,2022-03-07,SMS,Opened,0,13.69
COM002666,D01770,C028,2022-04-19,Event Invitation,No Response,0,10.94
COM002667,D01164,C018,2022-12-22,Impact Report,No Response,0,24.18
COM002668,D00457,C013,2021-07-18,Phone Call,Unsubscribed,0,17.28
COM002669,D00740,C001,2023-03-17,Phone Call,Opened,0,22.44
COM002670,D01800,C002,2020-06-16,Email,Clicked,0,17.62
COM002671,D00087,C005,2024-04-27,Impact Report,Opened,0,8.26
COM002672,D01243,C015,2023-03-15,Email,Clicked,0,6.32
COM002673,D00825,C021,2024-06-03,Event Invitation,No Response,0,6.74
COM002674,D01165,C004,2024-01-23,Impact Report,No Response,0,6.88
COM002675,D00152,C012,2020-10-08,Phone Call,No Response,0,0.84
COM002676,D00949,C020,2022-06-26,Email,No Response,0,16.11
COM002677,D00015,C002,2022-01-07,SMS,No Response,0,1.42
COM002678,D01819,C015,2020-12-16,Impact Report,No Response,0,19.86
COM002679,D00219,C009,2020-07-02,Thank You Letter,Opened,0,23.95
COM002680,D00923,C011,2022-08-02,Phone Call,Opened,0,0.98
COM002681,D00100,C025,2024-08-28,Event Invitation,Clicked,0,10.99
COM002682,D01533,C006,2024-04-05,Impact Report,Clicked,0,14.63
COM002683,D01662,C012,2023-04-01,Direct Mail,Opened,0,8.06
COM002684,D01220,C018,2020-05-14,Event Invitation,No Response,0,18.58
COM002685,D01182,C015,2023-06-15,Newsletter,No Response,0,17.56
COM002686,D01652,C009,2023-09-09,Thank You Letter,Donated,1,23.92
COM002687,D00009,C005,2021-03-25,Thank You Letter,No Response,0,8.64
COM002688,D00732,C019,2021-07-05,Phone Call,Donated,1,3.06
COM002689,D01847,C005,2023-05-18,Direct Mail,Bounced,0,11.37
COM002690,D01409,C004,2022-01-01,Email,No Response,0,10.63
COM002691,D00459,C006,2023-10-13,Direct Mail,Opened,0,5.15
COM002692,D00078,C007,2023-09-02,Email,No Response,0,0.86
COM002693,D01986,C022,2021-10-29,Email,No Response,0,24.14
COM002694,D01859,C022,2022-09-17,Event Invitation,No Response,0,23.19
COM002695,D00824,C013,2023-07-08,Phone Call,No Response,0,20.43
COM002696,D00960,C010,2023-06-11,Email,Clicked,0,15.97
COM002697,D01940,C001,2020-03-07,SMS,Bounced,0,6.26
COM002698,D01877,C002,2022-01-02,Phone Call,No Response,0,17.72
COM002699,D00592,C001,2023-11-14,Phone Call,No Response,0,2.7
COM002700,D00221,C007,2020-02-17,Event Invitation,No Response,0,8.42
COM002701,D00417,C003,2022-08-05,Phone Call,No Response,0,5.56
COM002702,D01498,C010,2020-08-21,Email,Clicked,0,15.1
COM002703,D01648,C003,2022-06-11,Phone Call,Unsubscribed,0,14.4
COM002704,D01289,C026,2024-08-23,Thank You Letter,Opened,0,24.92
COM002705,D01280,C009,2020-04-26,Impact Report,Donated,1,11.98
COM002706,D00963,C012,2022-03-22,Impact Report,Donated,1,0.66
COM002707,D01405,C008,2021-10-26,Phone Call,No Response,0,12.13
COM002708,D00741,C016,2020-08-03,Newsletter,Donated,1,23.86
COM002709,D00353,C011,2020-11-19,Impact Report,No Response,0,8.51
COM002710,D01550,C005,2024-12-02,Newsletter,No Response,0,21.75
COM002711,D01711,C020,2020-05-03,Thank You Letter,No Response,0,12.81
COM002712,D00968,C001,2021-08-17,Phone Call,Donated,1,16.71
COM002713,D00280,C002,2023-02-03,Impact Report,No Response,0,2.3
COM002714,D00114,C013,2022-10-21,Thank You Letter,No Response,0,16.73
COM002715,D01491,C020,2022-04-30,Newsletter,Clicked,0,12.37
COM002716,D00684,C030,2022-06-17,Email,Clicked,0,18.65
COM002717,D01251,C027,2024-12-23,Phone Call,Bounced,0,10.87
COM002718,D00791,C024,2024-03-13,Impact Report,No Response,0,2.8
COM002719,D00711,C006,2022-01-02,SMS,Clicked,0,24.1
COM002720,D00230,C022,2021-10-10,Direct Mail,No Response,0,3.9
COM002721,D00222,C016,2024-09-22,Impact Report,No Response,0,14.85
COM002722,D00413,C025,2022-06-01,Newsletter,Donated,1,10.97
COM002723,D00571,C012,2024-05-29,Email,Opened,0,11.95
COM002724,D01872,C004,2020-12-23,Phone Call,Donated,1,24.33
COM002725,D01208,C012,2021-06-19,Phone Call,No Response,0,12.65
COM002726,D00813,C030,2024-11-07,Impact Report,No Response,0,1.52
COM002727,D01640,C025,2023-03-04,Newsletter,Opened,0,14.01
COM002728,D01915,C023,2021-09-16,Phone Call,Opened,0,2.22
COM002729,D01241,C006,2020-07-25,Phone Call,Clicked,0,12.38
COM002730,D00202,C002,2023-07-29,Newsletter,Opened,0,13.7
COM002731,D01958,C027,2020-01-26,Newsletter,No Response,0,15.5
COM002732,D00807,C001,2020-02-11,Direct Mail,No Response,0,24.81
COM002733,D00994,C008,2022-02-11,Email,No Response,0,17.78
COM002734,D01368,C029,2021-08-16,SMS,Bounced,0,1.1
COM002735,D01744,C026,2021-02-07,Email,Opened,0,20.68
COM002736,D01727,C009,2020-09-19,SMS,Donated,1,16.16
COM002737,D00016,C004,2023-08-23,Thank You Letter,Clicked,0,6.54
COM002738,D01007,C008,2022-07-12,Phone Call,Clicked,0,5.36
COM002739,D00996,C001,2023-02-20,Event Invitation,Attended,0,6.67
COM002740,D01574,C008,2020-11-24,Newsletter,No Response,0,3.7
COM002741,D00600,C020,2020-08-15,Impact Report,Bounced,0,17.94
COM002742,D01927,C021,2021-10-03,Newsletter,Opened,0,9.56
COM002743,D01078,C024,2020-06-23,Thank You Letter,No Response,0,7.55
COM002744,D00508,C022,2023-03-07,Impact Report,Opened,0,9.94
COM002745,D00489,C008,2020-05-06,Newsletter,No Response,0,11.15
COM002746,D00448,C003,2021-06-29,Newsletter,Opened,0,7.17
COM002747,D01704,C024,2021-08-15,Impact Report,No Response,0,20.52
COM002748,D00521,C013,2021-03-27,Event Invitation,No Response,0,7.75
COM002749,D00731,C006,2022-07-22,Thank You Letter,Opened,0,8.55
COM002750,D00097,C007,2022-09-29,Email,Opened,0,21.14
COM002751,D00741,C027,2021-04-20,Direct Mail,Donated,1,14.82
COM002752,D00097,C019,2023-07-26,SMS,No Response,0,11.14
COM002753,D01262,C025,2021-04-19,Email,Opened,0,21.0
COM002754,D00041,C020,2023-05-28,Direct Mail,No Response,0,2.72
COM002755,D00547,C015,2020-03-24,Thank You Letter,No Response,0,12.74
COM002756,D00035,C016,2021-05-13,SMS,Opened,0,8.64
COM002757,D00752,C018,2024-01-19,Impact Report,No Response,0,6.13
COM002758,D00973,C004,2021-06-20,Thank You Letter,Opened,0,10.96
COM002759,D01735,C002,2023-11-28,Phone Call,No Response,0,24.56
COM002760,D00360,C022,2022-02-25,Thank You Letter,Opened,0,16.52
COM002761,D00579,C010,2021-03-19,Direct Mail,Bounced,0,4.69
COM002762,D00399,C021,2022-04-30,Direct Mail,No Response,0,5.32
COM002763,D01631,C020,2024-04-12,Thank You Letter,Donated,1,6.12
COM002764,D00407,C020,2021-07-16,Impact Report,Unsubscribed,0,8.62
COM002765,D01305,C002,2020-03-09,Event Invitation,No Response,0,3.97
COM002766,D01255,C009,2021-10-10,Direct Mail,Clicked,0,17.11
COM002767,D00530,C020,2023-10-27,Phone Call,Donated,1,20.15
COM002768,D01427,C023,2022-10-23,Thank You Letter,Opened,0,12.82
COM002769,D01545,C018,2023-03-27,Event Invitation,Bounced,0,15.52
COM002770,D00536,C012,2024-09-02,Newsletter,Unsubscribed,0,13.45
COM002771,D01506,C014,2024-06-26,Direct Mail,No Response,0,2.48
COM002772,D00276,C030,2022-08-14,Email,Unsubscribed,0,12.67
COM002773,D00888,C014,2022-03-14,Impact Report,Opened,0,9.38
COM002774,D00929,C011,2022-01-02,Email,Called Back,0,23.79
COM002775,D00552,C022,2022-05-25,Phone Call,Bounced,0,11.31
COM002776,D01436,C008,2020-02-25,Phone Call,Called Back,0,10.63
COM002777,D01063,C012,2020-05-20,Direct Mail,Opened,0,2.05
COM002778,D01988,C001,2021-02-18,Thank You Letter,Donated,1,15.27
COM002779,D00359,C011,2021-05-05,Impact Report,Clicked,0,11.42
COM002780,D01798,C011,2024-10-12,Thank You Letter,No Response,0,20.63
COM002781,D00341,C016,2022-02-21,Event Invitation,Clicked,0,2.98
COM002782,D00848,C021,2020-12-17,Direct Mail,No Response,0,23.91
COM002783,D00614,C003,2022-12-20,Thank You Letter,Donated,1,8.37
COM002784,D00628,C029,2021-05-29,Phone Call,Clicked,0,1.4
COM002785,D00423,C003,2023-07-31,Event Invitation,Clicked,0,22.15
COM002786,D00078,C018,2022-08-02,SMS,Clicked,0,22.45
COM002787,D01047,C005,2021-10-29,Phone Call,Clicked,0,2.73
COM002788,D01894,C030,2023-12-24,Event Invitation,No Response,0,1.06
COM002789,D01986,C016,2020-02-27,Event Invitation,Clicked,0,2.69
COM002790,D01915,C017,2024-04-30,Email,Opened,0,15.44
COM002791,D00175,C003,2021-08-27,Newsletter,No Response,0,17.66
COM002792,D01399,C026,2022-09-11,Impact Report,No Response,0,11.91
COM002793,D00688,C006,2021-03-26,Thank You Letter,No Response,0,2.15
COM002794,D00504,C022,2022-11-05,Event Invitation,Attended,0,20.71
COM002795,D01632,C012,2023-11-23,Phone Call,Donated,1,12.96
COM002796,D01569,C011,2022-08-26,Phone Call,Opened,0,3.23
COM002797,D00559,C007,2023-05-16,Direct Mail,Donated,1,19.83
COM002798,D00493,C012,2020-06-24,Newsletter,Donated,1,5.43
COM002799,D01574,C015,2021-05-05,SMS,Opened,0,10.87
COM002800,D00868,C021,2021-12-08,Newsletter,No Response,0,2.2
COM002801,D00493,C002,2021-12-29,Thank You Letter,Opened,0,3.9
COM002802,D00757,C024,2023-11-30,Direct Mail,Bounced,0,23.04
COM002803,D01532,C009,2022-06-27,Impact Report,Opened,0,12.5
COM002804,D01607,C014,2023-09-26,Email,Opened,0,20.42
COM002805,D01295,C002,2022-12-29,Email,No Response,0,19.59
COM002806,D01203,C026,2024-08-07,Thank You Letter,No Response,0,11.59
COM002807,D01825,C014,2023-08-24,Event Invitation,Donated,1,17.93
COM002808,D00883,C021,2023-02-01,SMS,Opened,0,17.55
COM002809,D00966,C008,2020-07-07,Impact Report,No Response,0,9.38
COM002810,D00414,C006,2020-03-10,Thank You Letter,Opened,0,8.44
COM002811,D01675,C012,2022-03-23,Event Invitation,Opened,0,22.1
COM002812,D01436,C001,2020-02-19,Thank You Letter,No Response,0,22.6
COM002813,D01986,C004,2020-10-07,Email,Opened,0,13.96
COM002814,D00714,C006,2021-11-20,Email,No Response,0,2.19
COM002815,D00724,C004,2022-10-19,Direct Mail,No Response,0,8.49
COM002816,D00504,C004,2024-04-16,Impact Report,No Response,0,22.68
COM002817,D00164,C022,2022-04-25,Direct Mail,Clicked,0,13.65
COM002818,D01119,C013,2020-12-27,Direct Mail,No Response,0,8.97
COM002819,D00531,C013,2022-11-08,Impact Report,Clicked,0,5.17
COM002820,D00024,C017,2020-09-21,SMS,No Response,0,7.01
COM002821,D00415,C027,2023-11-18,Event Invitation,Opened,0,1.99
COM002822,D01296,C005,2021-06-26,Phone Call,No Response,0,7.74
COM002823,D01835,C017,2022-06-02,Direct Mail,Attended,0,1.58
COM002824,D01100,C018,2024-10-21,Direct Mail,Clicked,0,24.93
COM002825,D01711,C027,2022-10-20,Newsletter,Clicked,0,5.21
COM002826,D01461,C020,2020-06-27,SMS,Bounced,0,21.41
COM002827,D00148,C025,2020-11-28,Phone Call,Opened,0,12.99
COM002828,D00391,C022,2022-11-10,Direct Mail,No Response,0,5.94
COM002829,D01369,C003,2024-10-30,Email,Donated,1,5.75
COM002830,D01059,C017,2021-12-04,Newsletter,No Response,0,15.4
COM002831,D01048,C021,2021-04-21,Direct Mail,Called Back,0,16.64
COM002832,D00245,C028,2021-11-15,Phone Call,Bounced,0,8.28
COM002833,D00436,C017,2022-01-19,Impact Report,No Response,0,24.2
COM002834,D00648,C003,2021-04-30,SMS,No Response,0,2.29
COM002835,D01980,C024,2022-07-19,Direct Mail,No Response,0,11.96
COM002836,D00023,C017,2024-02-05,Newsletter,No Response,0,15.94
COM002837,D01197,C022,2023-08-07,Newsletter,Opened,0,7.62
COM002838,D01533,C025,2020-02-25,Thank You Letter,Donated,1,18.91
COM002839,D00182,C008,2024-04-03,Email,No Response,0,22.22
COM002840,D00178,C016,2023-11-19,Phone Call,Opened,0,3.85
COM002841,D00971,C015,2020-01-22,Thank You Letter,No Response,0,21.92
COM002842,D01650,C021,2024-04-24,SMS,No Response,0,13.27
COM002843,D01223,C018,2020-12-11,Thank You Letter,No Response,0,11.73
COM002844,D01925,C019,2020-04-08,Direct Mail,Clicked,0,16.43
COM002845,D01946,C020,2024-08-06,Thank You Letter,No Response,0,24.22
COM002846,D00438,C026,2023-08-22,Direct Mail,No Response,0,11.62
COM002847,D00846,C012,2021-06-07,Impact Report,No Response,0,22.85
COM002848,D01317,C011,2021-04-28,Event Invitation,Called Back,0,5.15
COM002849,D00709,C015,2024-03-31,Direct Mail,Called Back,0,13.99
COM002850,D01455,C015,2022-07-01,Direct Mail,No Response,0,23.27
COM002851,D01086,C011,2020-01-17,Direct Mail,Donated,1,5.65
COM002852,D00113,C017,2020-09-14,Email,Clicked,0,13.91
COM002853,D01960,C002,2020-01-20,Email,Opened,0,9.2
COM002854,D01619,C019,2021-09-06,Event Invitation,No Response,0,20.43
COM002855,D00613,C012,2021-01-13,Direct Mail,Donated,1,18.27
COM002856,D00838,C027,2024-06-28,Direct Mail,No Response,0,12.59
COM002857,D00588,C021,2022-09-18,Direct Mail,Clicked,0,6.44
COM002858,D01796,C006,2021-06-21,Newsletter,Donated,1,17.23
COM002859,D00035,C019,2021-06-27,Event Invitation,Clicked,0,23.85
COM002860,D00187,C016,2022-09-28,Impact Report,Bounced,0,4.07
COM002861,D00937,C017,2023-02-05,Direct Mail,Clicked,0,9.51
COM002862,D01554,C011,2023-05-22,Event Invitation,No Response,0,7.56
COM002863,D01325,C003,2020-11-29,Newsletter,Clicked,0,9.98
COM002864,D00930,C003,2022-01-24,Newsletter,No Response,0,22.06
COM002865,D00961,C013,2023-07-17,Event Invitation,Attended,0,24.15
COM002866,D01816,C021,2020-02-20,Email,Donated,1,19.22
COM002867,D00792,C019,2024-06-14,Newsletter,Opened,0,10.84
COM002868,D01375,C014,2021-03-26,Thank You Letter,No Response,0,16.37
COM002869,D00750,C008,2022-03-18,SMS,No Response,0,12.87
COM002870,D00577,C027,2023-10-07,Event Invitation,No Response,0,20.16
COM002871,D00188,C027,2021-07-20,Impact Report,No Response,0,14.72
COM002872,D01182,C004,2024-09-24,Impact Report,Bounced,0,9.89
COM002873,D01082,C017,2023-09-21,Thank You Letter,Donated,1,10.66
COM002874,D01465,C006,2021-01-11,Email,No Response,0,16.35
COM002875,D00180,C003,2021-07-26,Thank You Letter,Opened,0,22.63
COM002876,D00119,C027,2024-02-04,Email,Donated,1,3.24
COM002877,D01093,C014,2024-03-22,Direct Mail,Donated,1,6.03
COM002878,D01021,C006,2023-12-18,Thank You Letter,No Response,0,20.23
COM002879,D00797,C010,2024-04-21,Event Invitation,Called Back,0,7.81
COM002880,D00465,C012,2024-04-22,Event Invitation,Donated,1,4.56
COM002881,D01165,C002,2021-10-18,Event Invitation,No Response,0,8.33
COM002882,D01336,C005,2022-06-20,Email,Clicked,0,22.0
COM002883,D01658,C023,2021-12-20,Event Invitation,No Response,0,2.52
COM002884,D01507,C009,2022-11-15,Newsletter,No Response,0,15.11
COM002885,D00968,C004,2021-11-29,Email,Opened,0,4.34
COM002886,D01311,C010,2023-05-06,Thank You Letter,Opened,0,13.84
COM002887,D00712,C023,2022-02-02,Newsletter,Bounced,0,13.11
COM002888,D00807,C019,2020-06-02,Impact Report,No Response,0,9.11
COM002889,D00634,C013,2024-08-25,Phone Call,No Response,0,2.01
COM002890,D01585,C003,2022-12-09,Newsletter,Donated,1,14.32
COM002891,D01071,C030,2024-07-18,Thank You Letter,No Response,0,14.08
COM002892,D00478,C012,2020-03-02,Email,No Response,0,12.86
COM002893,D00599,C007,2022-05-22,Email,No Response,0,0.82
COM002894,D00498,C019,2024-01-01,Direct Mail,Clicked,0,12.7
COM002895,D01767,C023,2022-11-19,Direct Mail,Opened,0,14.54
COM002896,D01580,C026,2024-02-11,SMS,Clicked,0,19.55
COM002897,D00783,C024,2022-10-20,Event Invitation,Bounced,0,11.52
COM002898,D01906,C015,2022-10-29,Event Invitation,Donated,1,4.68
COM002899,D00142,C010,2022-10-29,Phone Call,Clicked,0,2.4
COM002900,D01256,C006,2022-04-11,Direct Mail,No Response,0,7.81
COM002901,D01047,C026,2023-06-15,SMS,No Response,0,3.92
COM002902,D00978,C009,2023-05-16,Thank You Letter,No Response,0,18.3
COM002903,D01110,C021,2023-11-13,Direct Mail,Opened,0,5.56
COM002904,D01991,C022,2020-07-13,Impact Report,Opened,0,3.91
COM002905,D01846,C021,2022-04-28,SMS,Donated,1,12.61
COM002906,D00097,C013,2023-07-02,Newsletter,No Response,0,4.98
COM002907,D01213,C004,2023-03-16,Event Invitation,Clicked,0,13.22
COM002908,D01243,C026,2022-01-12,Thank You Letter,Donated,1,24.09
COM002909,D01337,C002,2022-01-29,Email,No Response,0,21.43
COM002910,D01540,C006,2021-10-21,Newsletter,No Response,0,19.17
COM002911,D00104,C023,2023-03-24,Newsletter,No Response,0,5.32
COM002912,D01569,C019,2023-06-23,Direct Mail,No Response,0,17.03
COM002913,D00913,C005,2020-06-18,Phone Call,No Response,0,1.5
COM002914,D00498,C024,2021-07-28,Event Invitation,Donated,1,9.27
COM002915,D00915,C027,2020-12-19,Phone Call,No Response,0,13.59
COM002916,D01207,C026,2021-02-03,Thank You Letter,No Response,0,9.45
COM002917,D00628,C014,2021-02-08,Email,Donated,1,20.43
COM002918,D01541,C010,2020-10-07,Email,Bounced,0,6.65
COM002919,D00862,C023,2020-10-05,Impact Report,Opened,0,18.9
COM002920,D01853,C026,2021-07-18,Direct Mail,No Response,0,2.78
COM002921,D01306,C018,2024-01-09,SMS,No Response,0,12.83
COM002922,D00190,C015,2023-06-12,Impact Report,Opened,0,11.54
COM002923,D01668,C009,2021-05-25,Impact Report,No Response,0,20.76
COM002924,D00348,C004,2021-09-23,Thank You Letter,Opened,0,1.04
COM002925,D00525,C027,2021-05-05,Event Invitation,Opened,0,4.78
COM002926,D01634,C016,2021-10-26,Thank You Letter,No Response,0,7.27
COM002927,D00148,C015,2023-11-27,Email,Clicked,0,18.18
COM002928,D00275,C019,2020-08-14,Email,No Response,0,16.68
COM002929,D01019,C024,2022-06-02,Direct Mail,Opened,0,22.14
COM002930,D01627,C008,2020-03-08,Direct Mail,Opened,0,16.42
COM002931,D01002,C010,2024-12-31,Email,Clicked,0,4.03
COM002932,D01852,C008,2022-01-10,Impact Report,No Response,0,7.65
COM002933,D00084,C016,2023-09-03,Impact Report,Opened,0,16.24
COM002934,D01576,C003,2021-10-03,Email,No Response,0,23.78
COM002935,D00254,C022,2020-03-04,Phone Call,Opened,0,13.78
COM002936,D01061,C018,2021-10-27,Thank You Letter,Opened,0,2.58
COM002937,D01694,C028,2020-10-13,Direct Mail,Donated,1,3.63
COM002938,D01874,C001,2022-02-10,Phone Call,Opened,0,14.32
COM002939,D00231,C009,2024-04-20,Newsletter,No Response,0,22.27
COM002940,D01936,C011,2020-01-10,Event Invitation,Opened,0,11.55
COM002941,D00855,C018,2022-12-27,SMS,No Response,0,19.92
COM002942,D01604,C026,2020-01-23,Email,Donated,1,23.79
COM002943,D00101,C001,2023-04-09,Thank You Letter,Opened,0,23.06
COM002944,D00553,C008,2020-03-20,Email,No Response,0,5.68
COM002945,D01691,C019,2023-10-01,Phone Call,No Response,0,18.39
COM002946,D00499,C006,2022-11-09,SMS,Clicked,0,8.25
COM002947,D00353,C013,2022-02-26,Event Invitation,No Response,0,11.34
COM002948,D00933,C009,2023-09-16,Newsletter,Donated,1,9.97
COM002949,D00186,C025,2024-03-19,Phone Call,Opened,0,16.47
COM002950,D00234,C006,2023-11-15,Phone Call,Donated,1,16.83
COM002951,D00945,C022,2022-03-08,Impact Report,Clicked,0,15.87
COM002952,D01262,C003,2021-01-12,Impact Report,Donated,1,16.83
COM002953,D00172,C026,2024-02-16,Phone Call,No Response,0,3.82
COM002954,D00010,C026,2022-06-20,Newsletter,Clicked,0,17.6
COM002955,D01843,C020,2020-11-02,Event Invitation,Clicked,0,16.14
COM002956,D01345,C016,2022-11-02,Thank You Letter,Opened,0,11.04
COM002957,D00301,C022,2021-01-08,Impact Report,Clicked,0,11.27
COM002958,D00121,C030,2021-10-24,Event Invitation,No Response,0,19.09
COM002959,D00493,C011,2021-11-06,Direct Mail,Clicked,0,20.75
COM002960,D01320,C026,2021-06-28,Phone Call,Clicked,0,13.62
COM002961,D00754,C004,2024-05-01,SMS,Opened,0,7.0
COM002962,D00784,C029,2020-08-22,Event Invitation,Donated,1,16.58
COM002963,D01550,C014,2024-06-25,Email,Bounced,0,4.35
COM002964,D01409,C002,2020-04-11,Thank You Letter,No Response,0,7.33
COM002965,D01119,C029,2020-12-12,Newsletter,Bounced,0,22.77
COM002966,D00104,C001,2020-07-10,Direct Mail,No Response,0,4.32
COM002967,D01724,C008,2020-01-13,Thank You Letter,No Response,0,15.96
COM002968,D00291,C011,2020-03-01,Newsletter,No Response,0,0.88
COM002969,D01571,C023,2021-06-18,Direct Mail,Clicked,0,20.64
COM002970,D00290,C021,2023-10-17,Impact Report,Opened,0,18.65
COM002971,D00225,C002,2022-02-15,Newsletter,Clicked,0,5.25
COM002972,D01182,C019,2023-07-04,Thank You Letter,Opened,0,13.68
COM002973,D01924,C004,2023-11-01,Direct Mail,Donated,1,8.21
COM002974,D00969,C010,2022-11-17,Email,Donated,1,17.28
COM002975,D01474,C019,2020-11-02,Email,Opened,0,18.68
COM002976,D00360,C004,2020-12-10,Newsletter,Donated,1,10.24
COM002977,D00374,C018,2021-11-23,Thank You Letter,No Response,0,20.39
COM002978,D01889,C010,2021-10-21,Direct Mail,Opened,0,2.65
COM002979,D01858,C012,2022-09-30,Email,Opened,0,12.76
COM002980,D00316,C007,2024-11-07,Email,No Response,0,14.3
COM002981,D00850,C023,2021-03-10,Email,Unsubscribed,0,1.84
COM002982,D01494,C030,2021-09-30,Phone Call,No Response,0,16.83
COM002983,D00370,C024,2020-02-14,Direct Mail,No Response,0,7.89
COM002984,D00935,C011,2021-01-15,Email,No Response,0,13.07
COM002985,D00569,C027,2021-01-20,Event Invitation,Opened,0,0.98
COM002986,D01295,C021,2022-07-29,Direct Mail,No Response,0,0.83
COM002987,D00195,C010,2020-09-06,Email,No Response,0,23.33
COM002988,D00902,C007,2023-04-10,SMS,Opened,0,11.04
COM002989,D00122,C012,2020-01-03,Event Invitation,Opened,0,16.06
COM002990,D00422,C029,2024-08-25,Phone Call,Donated,1,22.45
COM002991,D01043,C018,2024-05-23,Event Invitation,Called Back,0,2.71
COM002992,D00636,C006,2023-08-22,Phone Call,Donated,1,23.52
COM002993,D01197,C021,2022-09-17,Direct Mail,Donated,1,4.76
COM002994,D01914,C003,2023-05-25,SMS,Donated,1,2.53
COM002995,D00052,C011,2021-12-06,Impact Report,No Response,0,5.14
COM002996,D01942,C002,2021-02-09,Phone Call,Opened,0,15.01
COM002997,D00652,C012,2022-02-18,Thank You Letter,Donated,1,22.55
COM002998,D01131,C002,2023-05-02,Phone Call,No Response,0,11.73
COM002999,D00081,C001,2020-05-03,Thank You Letter,Bounced,0,12.6
COM003000,D01643,C010,2021-04-28,Event Invitation,Opened,0,17.81
COM003001,D00143,C025,2021-01-11,Thank You Letter,Opened,0,22.58
COM003002,D00051,C011,2021-06-28,Email,Donated,1,17.6
COM003003,D01423,C001,2022-07-12,SMS,No Response,0,24.02
COM003004,D01926,C016,2020-04-20,Event Invitation,Clicked,0,23.06
COM003005,D01671,C016,2022-08-05,Event Invitation,Opened,0,3.59
COM003006,D00680,C011,2024-07-03,Impact Report,Opened,0,16.69
COM003007,D01930,C006,2021-05-24,Newsletter,No Response,0,14.36
COM003008,D01873,C028,2020-02-27,Thank You Letter,Clicked,0,8.31
COM003009,D01504,C005,2021-03-24,Phone Call,Donated,1,1.08
COM003010,D01482,C004,2020-09-21,Newsletter,Donated,1,12.38
COM003011,D01637,C002,2020-12-19,Phone Call,Bounced,0,15.92
COM003012,D00295,C023,2024-01-29,Newsletter,No Response,0,14.28
COM003013,D01910,C012,2024-08-06,Newsletter,Donated,1,13.73
COM003014,D01513,C006,2022-07-18,Direct Mail,No Response,0,8.84
COM003015,D00233,C001,2020-04-07,SMS,Opened,0,4.69
COM003016,D01657,C007,2021-03-03,Thank You Letter,Bounced,0,13.07
COM003017,D01079,C024,2024-03-10,SMS,No Response,0,4.34
COM003018,D00509,C006,2021-04-10,Impact Report,Donated,1,13.97
COM003019,D00793,C010,2021-03-06,Direct Mail,No Response,0,14.92
COM003020,D00498,C003,2021-02-08,Email,Opened,0,8.87
COM003021,D00252,C027,2023-03-12,Thank You Letter,Opened,0,5.73
COM003022,D01966,C016,2024-06-06,SMS,Bounced,0,8.79
COM003023,D01286,C011,2023-12-19,Phone Call,Attended,0,9.25
COM003024,D01355,C019,2020-07-10,Thank You Letter,Opened,0,12.36
COM003025,D00074,C018,2024-05-22,Newsletter,No Response,0,4.52
COM003026,D00702,C026,2020-07-26,Email,No Response,0,14.69
COM003027,D00634,C014,2023-02-16,Newsletter,Opened,0,13.17
COM003028,D00714,C017,2023-02-18,Thank You Letter,Opened,0,22.96
COM003029,D00360,C023,2021-03-27,Phone Call,Opened,0,24.79
COM003030,D01531,C003,2020-09-20,Email,Opened,0,1.04
COM003031,D01753,C029,2022-03-20,Email,Opened,0,12.58
COM003032,D01148,C006,2023-02-27,Impact Report,Unsubscribed,0,24.77
COM003033,D01021,C006,2022-04-03,Email,Donated,1,19.89
COM003034,D00104,C004,2022-10-25,Email,Bounced,0,15.29
COM003035,D00566,C013,2023-11-23,Event Invitation,Unsubscribed,0,19.91
COM003036,D00462,C012,2022-05-29,Impact Report,No Response,0,16.15
COM003037,D00982,C025,2020-08-19,Email,Opened,0,2.44
COM003038,D00957,C006,2024-04-11,SMS,Clicked,0,18.42
COM003039,D00018,C022,2023-07-29,Email,Clicked,0,21.5
COM003040,D00139,C008,2020-01-05,Email,No Response,0,14.59
COM003041,D00571,C014,2020-06-15,Event Invitation,No Response,0,5.78
COM003042,D01952,C028,2023-06-22,Direct Mail,Opened,0,12.4
COM003043,D00062,C030,2021-03-06,Email,No Response,0,21.41
COM003044,D00656,C014,2023-03-28,Newsletter,No Response,0,1.33
COM003045,D01765,C003,2021-10-23,Email,Opened,0,23.13
COM003046,D01187,C002,2021-07-23,SMS,Opened,0,3.06
COM003047,D01570,C019,2020-05-17,Impact Report,Donated,1,19.83
