donation_id,donor_id,campaign_id,donation_date,amount,payment_method,is_recurring,status,channel,fiscal_year,quarter,month,year
DON002292,D01618,C027,2022-05-06,82000.0,Direct Debit,0,Completed,Email,FY2021,Q2,May,2022
DON002293,D01248,C004,2021-05-15,304.0,Credit Card,0,Completed,Email,FY2020,Q2,May,2021
DON002294,D00342,C009,2020-06-21,180.8,Bank Transfer,1,Failed,Social Media,FY2019,Q2,June,2020
DON002295,D00912,C011,2024-05-20,134.6,Credit Card,0,Completed,Direct Mail,FY2023,Q2,May,2024
DON002296,D01125,C026,2022-12-20,69400.0,Bank Transfer,0,Completed,Telephone,FY2022,Q4,December,2022
DON002297,D01561,C027,2022-06-02,169.0,PayPal,1,Completed,Email,FY2021,Q2,June,2022
DON002298,D00760,C005,2023-03-03,123.4,Bank Transfer,0,Failed,Corporate,FY2022,Q1,March,2023
DON002299,D01873,C021,2023-10-06,1686.0,Cash,0,Completed,Email,FY2023,Q4,October,2023
DON002300,D00111,C003,2022-07-14,178.0,PayPal,0,Completed,Telephone,FY2022,Q3,July,2022
DON002301,D01670,C029,2023-08-31,81600.0,Credit Card,0,Failed,Peer-to-Peer,FY2023,Q3,August,2023
DON002302,D00448,C019,2020-07-31,108.9,Direct Debit,0,Completed,Peer-to-Peer,FY2020,Q3,July,2020
DON002303,D00965,C023,2023-07-19,24300.0,Credit Card,1,Completed,Event,FY2023,Q3,July,2023
DON002304,D01910,C016,2022-05-02,194.4,PayPal,0,Completed,Telephone,FY2021,Q2,May,2022
DON002305,D00911,C001,2021-10-25,138.6,Direct Debit,1,Completed,Peer-to-Peer,FY2021,Q4,October,2021
DON002306,D00684,C011,2024-05-18,97.6,Cheque,0,Completed,Direct Mail,FY2023,Q2,May,2024
DON002307,D00650,C030,2024-10-10,83.5,Direct Debit,1,Failed,Online,FY2024,Q4,October,2024
DON002308,D00839,C007,2020-05-11,52100.0,Cash,0,Completed,Direct Mail,FY2019,Q2,May,2020
DON002309,D01268,C024,2020-11-21,31.35,Bank Transfer,0,Completed,Telephone,FY2020,Q4,November,2020
DON002310,D01651,C028,2024-08-05,73300.0,Credit Card,0,Completed,Direct Mail,FY2024,Q3,August,2024
DON002311,D00083,C008,2022-09-28,37300.0,Credit Card,1,Completed,Event,FY2022,Q3,September,2022
DON002312,D00417,C025,2024-03-13,453.0,Credit Card,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON002313,D00329,C030,2024-10-15,1328.0,Cheque,0,Completed,Online,FY2024,Q4,October,2024
DON002314,D00472,C005,2022-12-15,28.5,Bank Transfer,0,Completed,Corporate,FY2022,Q4,December,2022
DON002315,D00110,C023,2023-07-07,110.1,Credit Card,0,Completed,Event,FY2023,Q3,July,2023
DON002316,D01883,C019,2020-08-07,90.2,Direct Debit,0,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON002317,D00294,C020,2021-02-12,88.5,Credit Card,0,Completed,Direct Mail,FY2020,Q1,February,2021
DON002318,D00393,C027,2022-04-27,376.0,Bank Transfer,0,Completed,Email,FY2021,Q2,April,2022
DON002319,D01990,C016,2022-05-23,283.5,PayPal,0,Completed,Telephone,FY2021,Q2,May,2022
DON002320,D00106,C020,2020-09-12,15.75,Bank Transfer,1,Completed,Direct Mail,FY2020,Q3,September,2020
DON002321,D00487,C007,2020-03-02,278.0,Cash,0,Completed,Direct Mail,FY2019,Q1,March,2020
DON002322,D00532,C008,2022-10-02,103.95,Cheque,0,Completed,Event,FY2022,Q4,October,2022
DON002323,D01490,C016,2022-06-08,74000.0,Credit Card,1,Completed,Telephone,FY2021,Q2,June,2022
DON002324,D00306,C007,2020-03-06,177000.0,Direct Debit,0,Completed,Direct Mail,FY2019,Q1,March,2020
DON002325,D00223,C024,2020-10-16,90.0,Credit Card,0,Completed,Telephone,FY2020,Q4,October,2020
DON002326,D01969,C021,2023-10-07,27.2,Credit Card,1,Completed,Email,FY2023,Q4,October,2023
DON002327,D01869,C025,2024-03-20,28.55,Credit Card,0,Failed,Direct Mail,FY2023,Q1,March,2024
DON002328,D01154,C025,2024-04-13,428.0,Credit Card,0,Completed,Direct Mail,FY2023,Q2,April,2024
DON002329,D01222,C021,2023-09-30,3310.0,Credit Card,0,Completed,Email,FY2023,Q3,September,2023
DON002330,D01522,C007,2020-03-17,1212.0,Credit Card,0,Completed,Direct Mail,FY2019,Q1,March,2020
DON002331,D01451,C022,2023-09-27,93.6,Cheque,0,Completed,Recurring,FY2023,Q3,September,2023
DON002332,D01288,C013,2021-06-23,109.6,Credit Card,0,Completed,Telephone,FY2020,Q2,June,2021
DON002333,D00463,C001,2021-10-31,630.0,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,October,2021
DON002334,D00054,C015,2024-06-01,49.4,Bank Transfer,0,Completed,Corporate,FY2023,Q2,June,2024
DON002335,D00894,C012,2023-01-09,1092.0,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q1,January,2023
DON002336,D00416,C026,2022-10-10,252.8,PayPal,0,Completed,Telephone,FY2022,Q4,October,2022
DON002337,D00842,C019,2020-08-07,60.4,Direct Debit,1,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON002338,D01213,C003,2022-07-04,79000.0,Credit Card,0,Completed,Telephone,FY2022,Q3,July,2022
DON002339,D00808,C006,2020-08-18,215.6,Bank Transfer,0,Completed,Social Media,FY2020,Q3,August,2020
DON002340,D01650,C017,2024-05-22,703.0,Cheque,1,Completed,Online,FY2023,Q2,May,2024
DON002341,D00716,C011,2024-06-30,59600.0,Direct Debit,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002342,D01977,C013,2021-06-21,210.0,Credit Card,0,Completed,Telephone,FY2020,Q2,June,2021
DON002343,D01251,C009,2020-07-23,39150.0,Direct Debit,0,Completed,Social Media,FY2020,Q3,July,2020
DON002344,D01977,C029,2023-06-04,21.0,Credit Card,0,Completed,Peer-to-Peer,FY2022,Q2,June,2023
DON002345,D00791,C022,2023-09-15,118.8,Direct Debit,0,Completed,Recurring,FY2023,Q3,September,2023
DON002346,D00358,C025,2024-03-03,406.0,Bank Transfer,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON002347,D00452,C016,2022-04-03,4250.0,Direct Debit,0,Completed,Telephone,FY2021,Q2,April,2022
DON002348,D01030,C029,2023-06-19,15.3,Credit Card,0,Completed,Peer-to-Peer,FY2022,Q2,June,2023
DON002349,D00458,C005,2023-01-10,107.4,Credit Card,0,Completed,Corporate,FY2022,Q1,January,2023
DON002350,D00856,C004,2021-06-05,58.35,Credit Card,1,Completed,Email,FY2020,Q2,June,2021
DON002351,D01068,C012,2023-01-15,55.0,Direct Debit,1,Completed,Peer-to-Peer,FY2022,Q1,January,2023
DON002352,D00281,C010,2021-02-23,27.65,Direct Debit,1,Refunded,Direct Mail,FY2020,Q1,February,2021
DON002353,D01493,C027,2022-06-04,240.4,Credit Card,0,Completed,Email,FY2021,Q2,June,2022
DON002354,D00713,C021,2023-09-29,30.25,Credit Card,1,Completed,Email,FY2023,Q3,September,2023
DON002355,D00509,C003,2022-06-20,38.15,Direct Debit,0,Completed,Telephone,FY2021,Q2,June,2022
DON002356,D00674,C018,2021-05-27,67.2,Credit Card,0,Completed,Online,FY2020,Q2,May,2021
DON002357,D01981,C024,2020-10-25,60.6,Credit Card,1,Completed,Telephone,FY2020,Q4,October,2020
DON002358,D01102,C029,2023-06-02,46.1,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q2,June,2023
DON002359,D01313,C015,2024-06-08,50000.0,Credit Card,1,Completed,Corporate,FY2023,Q2,June,2024
DON002360,D00493,C001,2021-10-19,127.8,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,October,2021
DON002361,D01975,C012,2022-11-16,11.85,Credit Card,0,Completed,Peer-to-Peer,FY2022,Q4,November,2022
DON002362,D00297,C010,2021-03-03,2950.0,Credit Card,0,Completed,Direct Mail,FY2020,Q1,March,2021
DON002363,D01935,C007,2020-03-26,308.8,PayPal,0,Completed,Direct Mail,FY2019,Q1,March,2020
DON002364,D00226,C006,2020-08-17,17520.0,Direct Debit,0,Completed,Social Media,FY2020,Q3,August,2020
DON002365,D00447,C020,2020-12-10,94.95,PayPal,0,Completed,Direct Mail,FY2020,Q4,December,2020
DON002366,D01911,C026,2022-11-29,7540.0,PayPal,0,Completed,Telephone,FY2022,Q4,November,2022
DON002367,D00315,C016,2022-06-21,56000.0,Bank Transfer,0,Failed,Telephone,FY2021,Q2,June,2022
DON002368,D00676,C002,2024-06-01,70.5,Direct Debit,0,Completed,Recurring,FY2023,Q2,June,2024
DON002369,D00080,C002,2024-08-04,27250.0,Bank Transfer,0,Completed,Recurring,FY2024,Q3,August,2024
DON002370,D00804,C005,2022-12-23,14.1,Direct Debit,0,Completed,Corporate,FY2022,Q4,December,2022
DON002371,D00858,C002,2024-06-02,46.3,PayPal,0,Completed,Recurring,FY2023,Q2,June,2024
DON002372,D00735,C025,2024-04-13,307.5,Credit Card,0,Completed,Direct Mail,FY2023,Q2,April,2024
DON002373,D01244,C026,2022-11-26,8250.0,Direct Debit,0,Completed,Telephone,FY2022,Q4,November,2022
DON002374,D01023,C025,2024-03-16,107.6,PayPal,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON002375,D01464,C003,2022-07-17,102.45,Direct Debit,0,Completed,Telephone,FY2022,Q3,July,2022
DON002376,D01157,C001,2021-11-17,11980.0,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON002377,D00763,C006,2020-09-14,132500.0,Credit Card,0,Completed,Social Media,FY2020,Q3,September,2020
DON002378,D00677,C014,2022-07-01,48.2,Cheque,0,Completed,Corporate,FY2022,Q3,July,2022
DON002379,D01266,C022,2023-11-29,976.0,Credit Card,0,Completed,Recurring,FY2023,Q4,November,2023
DON002380,D00550,C022,2023-10-19,238.8,Cash,1,Completed,Recurring,FY2023,Q4,October,2023
DON002381,D01112,C009,2020-07-17,40.7,Bank Transfer,0,Completed,Social Media,FY2020,Q3,July,2020
DON002382,D00809,C002,2024-06-25,19.8,Credit Card,1,Completed,Recurring,FY2023,Q2,June,2024
DON002383,D01251,C027,2022-05-08,783000.0,Direct Debit,1,Completed,Email,FY2021,Q2,May,2022
DON002384,D00095,C003,2022-08-10,375.5,Bank Transfer,0,Completed,Telephone,FY2022,Q3,August,2022
DON002385,D00166,C027,2022-05-06,665.0,Bank Transfer,0,Completed,Email,FY2021,Q2,May,2022
DON002386,D00911,C006,2020-09-18,69.3,Bank Transfer,1,Completed,Social Media,FY2020,Q3,September,2020
DON002387,D01467,C029,2023-08-04,72.2,Credit Card,1,Completed,Peer-to-Peer,FY2023,Q3,August,2023
DON002388,D00909,C010,2021-05-19,87.0,Direct Debit,1,Completed,Direct Mail,FY2020,Q2,May,2021
DON002389,D01770,C006,2020-09-24,87800.0,Credit Card,0,Completed,Social Media,FY2020,Q3,September,2020
DON002390,D00165,C001,2021-11-24,114.0,Direct Debit,1,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON002391,D00975,C011,2024-06-05,500.0,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002392,D00848,C010,2021-04-17,257.6,Bank Transfer,1,Completed,Direct Mail,FY2020,Q2,April,2021
DON002393,D00933,C004,2021-03-20,74.5,Credit Card,0,Refunded,Email,FY2020,Q1,March,2021
DON002394,D00002,C020,2020-11-10,86.2,PayPal,0,Completed,Direct Mail,FY2020,Q4,November,2020
DON002395,D01674,C020,2021-02-19,798.0,Credit Card,0,Completed,Direct Mail,FY2020,Q1,February,2021
DON002396,D01444,C011,2024-06-10,6190.0,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002397,D01876,C023,2023-07-18,28.8,Bank Transfer,0,Completed,Event,FY2023,Q3,July,2023
DON002398,D01798,C011,2024-06-08,3720.0,Bank Transfer,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002399,D01437,C023,2023-07-23,389000.0,Credit Card,0,Completed,Event,FY2023,Q3,July,2023
DON002400,D01832,C005,2023-01-31,13200.0,Credit Card,0,Completed,Corporate,FY2022,Q1,January,2023
DON002401,D00628,C004,2021-05-03,15060.0,Credit Card,0,Completed,Email,FY2020,Q2,May,2021
DON002402,D01961,C027,2022-04-19,75.8,Credit Card,0,Completed,Email,FY2021,Q2,April,2022
DON002403,D01959,C012,2022-11-28,18800.0,Bank Transfer,0,Completed,Peer-to-Peer,FY2022,Q4,November,2022
DON002404,D01384,C020,2020-11-02,490.0,Credit Card,0,Completed,Direct Mail,FY2020,Q4,November,2020
DON002405,D01796,C008,2022-11-03,39.1,Credit Card,0,Completed,Event,FY2022,Q4,November,2022
DON002406,D01593,C011,2024-06-01,3335.0,Cash,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002407,D01380,C021,2023-09-07,192.0,Cheque,0,Completed,Email,FY2023,Q3,September,2023
DON002408,D01591,C016,2022-05-10,214.8,Credit Card,0,Completed,Telephone,FY2021,Q2,May,2022
DON002409,D00503,C018,2021-05-01,81.9,Direct Debit,1,Completed,Online,FY2020,Q2,May,2021
DON002410,D01853,C015,2024-05-30,88.5,Cash,1,Completed,Corporate,FY2023,Q2,May,2024
DON002411,D01449,C018,2021-04-23,229.2,PayPal,0,Completed,Online,FY2020,Q2,April,2021
DON002412,D00408,C025,2024-03-27,64.05,Direct Debit,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON002413,D00585,C009,2020-06-11,154000.0,Credit Card,1,Completed,Social Media,FY2019,Q2,June,2020
DON002414,D01132,C003,2022-09-22,156400.0,PayPal,0,Completed,Telephone,FY2022,Q3,September,2022
DON002415,D01824,C006,2020-08-21,15550.0,Direct Debit,0,Completed,Social Media,FY2020,Q3,August,2020
DON002416,D01761,C016,2022-05-31,12660.0,Credit Card,0,Completed,Telephone,FY2021,Q2,May,2022
DON002417,D01672,C020,2020-09-30,1262.0,Cheque,0,Completed,Direct Mail,FY2020,Q3,September,2020
DON002418,D01683,C020,2020-10-26,298.0,PayPal,1,Completed,Direct Mail,FY2020,Q4,October,2020
DON002419,D00338,C026,2022-12-15,944.0,Credit Card,0,Completed,Telephone,FY2022,Q4,December,2022
DON002420,D01501,C023,2023-07-06,32850.0,Credit Card,0,Completed,Event,FY2023,Q3,July,2023
DON002421,D01249,C026,2022-11-06,21950.0,Direct Debit,0,Completed,Telephone,FY2022,Q4,November,2022
DON002422,D01985,C007,2020-05-26,928.0,Direct Debit,1,Completed,Direct Mail,FY2019,Q2,May,2020
DON002423,D00172,C001,2021-10-28,116000.0,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,October,2021
DON002424,D00493,C011,2024-06-23,3195.0,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002425,D00304,C003,2022-08-26,111.8,Direct Debit,1,Completed,Telephone,FY2022,Q3,August,2022
DON002426,D01978,C018,2021-04-04,29700.0,Direct Debit,1,Completed,Online,FY2020,Q2,April,2021
DON002427,D01387,C026,2022-12-01,68.0,PayPal,0,Completed,Telephone,FY2022,Q4,December,2022
DON002428,D01158,C021,2023-09-06,55200.0,Cheque,0,Completed,Email,FY2023,Q3,September,2023
DON002429,D00102,C017,2024-07-12,5280.0,Direct Debit,0,Failed,Online,FY2024,Q3,July,2024
DON002430,D00655,C011,2024-06-07,231.6,Credit Card,1,Completed,Direct Mail,FY2023,Q2,June,2024
DON002431,D00033,C028,2024-08-12,82.65,Credit Card,0,Completed,Direct Mail,FY2024,Q3,August,2024
DON002432,D00553,C001,2021-11-07,17200.0,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON002433,D01943,C004,2021-05-02,16.6,Credit Card,0,Completed,Email,FY2020,Q2,May,2021
DON002434,D01187,C024,2020-09-06,342.0,PayPal,0,Completed,Telephone,FY2020,Q3,September,2020
DON002435,D00616,C011,2024-07-04,150.0,Bank Transfer,0,Completed,Direct Mail,FY2024,Q3,July,2024
DON002436,D00681,C012,2023-01-17,3910.0,Cash,1,Completed,Peer-to-Peer,FY2022,Q1,January,2023
DON002437,D00451,C018,2021-06-10,53.0,Direct Debit,0,Completed,Online,FY2020,Q2,June,2021
DON002438,D01198,C023,2023-08-10,110.4,Direct Debit,0,Completed,Event,FY2023,Q3,August,2023
DON002439,D00464,C023,2023-07-31,10.0,Bank Transfer,0,Completed,Event,FY2023,Q3,July,2023
DON002440,D01290,C026,2022-12-08,382500.0,PayPal,0,Completed,Telephone,FY2022,Q4,December,2022
DON002441,D00401,C019,2020-08-21,184.0,Credit Card,0,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON002442,D01384,C001,2021-11-12,24.5,Credit Card,1,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON002443,D01071,C025,2024-04-04,44.6,Cheque,1,Completed,Direct Mail,FY2023,Q2,April,2024
DON002444,D01756,C015,2024-07-28,2210.0,Direct Debit,1,Completed,Corporate,FY2024,Q3,July,2024
DON002445,D00587,C023,2023-08-09,2995.0,Bank Transfer,1,Completed,Event,FY2023,Q3,August,2023
DON002446,D00204,C005,2023-02-18,71900.0,Bank Transfer,0,Completed,Corporate,FY2022,Q1,February,2023
DON002447,D00192,C005,2023-02-26,160.6,Credit Card,0,Completed,Corporate,FY2022,Q1,February,2023
DON002448,D00391,C004,2021-05-18,4190.0,Direct Debit,0,Completed,Email,FY2020,Q2,May,2021
DON002449,D00263,C027,2022-06-22,12640.0,Cheque,0,Completed,Email,FY2021,Q2,June,2022
DON002450,D01829,C017,2024-05-16,46.2,Direct Debit,1,Completed,Online,FY2023,Q2,May,2024
DON002451,D00032,C004,2021-03-12,62.0,Bank Transfer,0,Completed,Email,FY2020,Q1,March,2021
DON002452,D01110,C018,2021-05-11,58.6,Credit Card,0,Completed,Online,FY2020,Q2,May,2021
DON002453,D01006,C016,2022-06-13,30400.0,Credit Card,0,Completed,Telephone,FY2021,Q2,June,2022
DON002454,D00755,C012,2023-01-07,3245.0,Bank Transfer,0,Completed,Peer-to-Peer,FY2022,Q1,January,2023
DON002455,D00737,C018,2021-07-08,21.2,Direct Debit,0,Completed,Online,FY2021,Q3,July,2021
DON002456,D01647,C011,2024-06-07,191.7,Direct Debit,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002457,D01887,C026,2022-11-01,166.8,Direct Debit,0,Completed,Telephone,FY2022,Q4,November,2022
DON002458,D00035,C016,2022-05-22,726.0,Credit Card,0,Completed,Telephone,FY2021,Q2,May,2022
DON002459,D01577,C024,2020-09-04,653.0,Credit Card,0,Completed,Telephone,FY2020,Q3,September,2020
DON002460,D00638,C019,2020-07-21,137200.0,Bank Transfer,0,Completed,Peer-to-Peer,FY2020,Q3,July,2020
DON002461,D00007,C011,2024-06-01,609.0,PayPal,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002462,D01255,C026,2022-10-21,49400.0,PayPal,1,Completed,Telephone,FY2022,Q4,October,2022
DON002463,D00282,C030,2024-10-28,72600.0,Cash,1,Completed,Online,FY2024,Q4,October,2024
DON002464,D00217,C023,2023-07-17,77.6,Credit Card,0,Completed,Event,FY2023,Q3,July,2023
DON002465,D00981,C011,2024-05-29,12550.0,Direct Debit,1,Completed,Direct Mail,FY2023,Q2,May,2024
DON002466,D00324,C019,2020-08-01,42600.0,Credit Card,0,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON002467,D00483,C028,2024-09-17,387.0,Cheque,1,Completed,Direct Mail,FY2024,Q3,September,2024
DON002468,D01780,C022,2023-10-07,77.2,Direct Debit,0,Completed,Recurring,FY2023,Q4,October,2023
DON002469,D01860,C016,2022-05-17,636000.0,Bank Transfer,0,Completed,Telephone,FY2021,Q2,May,2022
DON002470,D01102,C007,2020-03-13,69.15,Credit Card,1,Completed,Direct Mail,FY2019,Q1,March,2020
DON002471,D01847,C029,2023-08-13,161.7,Direct Debit,1,Completed,Peer-to-Peer,FY2023,Q3,August,2023
DON002472,D00235,C003,2022-05-31,7120.0,Bank Transfer,0,Completed,Telephone,FY2021,Q2,May,2022
DON002473,D00755,C019,2020-07-21,324.5,PayPal,0,Completed,Peer-to-Peer,FY2020,Q3,July,2020
DON002474,D01555,C010,2021-03-17,171.6,Bank Transfer,0,Completed,Direct Mail,FY2020,Q1,March,2021
DON002475,D01996,C011,2024-06-10,220.0,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002476,D01084,C014,2022-05-08,101.0,Bank Transfer,0,Completed,Corporate,FY2021,Q2,May,2022
DON002477,D01041,C023,2023-08-10,334.0,Credit Card,0,Completed,Event,FY2023,Q3,August,2023
DON002478,D00457,C030,2024-11-19,63.1,Credit Card,0,Completed,Online,FY2024,Q4,November,2024
DON002479,D01107,C014,2022-07-25,10.35,Credit Card,0,Completed,Corporate,FY2022,Q3,July,2022
DON002480,D00574,C001,2021-10-26,34.45,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,October,2021
DON002481,D00185,C013,2021-10-18,221.2,PayPal,0,Completed,Telephone,FY2021,Q4,October,2021
DON002482,D00709,C012,2022-12-08,71.7,Bank Transfer,1,Completed,Peer-to-Peer,FY2022,Q4,December,2022
DON002483,D00280,C007,2020-03-23,32600.0,Credit Card,0,Completed,Direct Mail,FY2019,Q1,March,2020
DON002484,D01936,C002,2024-06-05,60400.0,Credit Card,0,Completed,Recurring,FY2023,Q2,June,2024
DON002485,D01657,C010,2021-02-25,166.0,Credit Card,1,Completed,Direct Mail,FY2020,Q1,February,2021
DON002486,D01641,C014,2022-05-05,3610.0,Credit Card,0,Completed,Corporate,FY2021,Q2,May,2022
DON002487,D00252,C021,2023-09-01,8780.0,Direct Debit,0,Completed,Email,FY2023,Q3,September,2023
DON002488,D00910,C012,2022-12-07,55600.0,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q4,December,2022
DON002489,D01849,C025,2024-03-14,25300.0,PayPal,0,Refunded,Direct Mail,FY2023,Q1,March,2024
DON002490,D01685,C023,2023-07-14,79500.0,Bank Transfer,0,Completed,Event,FY2023,Q3,July,2023
DON002491,D00722,C018,2021-04-14,32.8,Bank Transfer,0,Completed,Online,FY2020,Q2,April,2021
DON002492,D00916,C002,2024-06-08,3240.0,Cheque,0,Completed,Recurring,FY2023,Q2,June,2024
DON002493,D00089,C024,2020-09-14,37.65,Credit Card,1,Completed,Telephone,FY2020,Q3,September,2020
DON002494,D01124,C002,2024-09-24,86.1,Cheque,0,Completed,Recurring,FY2024,Q3,September,2024
DON002495,D01233,C009,2020-08-11,22.6,Credit Card,0,Completed,Social Media,FY2020,Q3,August,2020
DON002496,D01039,C003,2022-05-23,21600.0,Bank Transfer,0,Completed,Telephone,FY2021,Q2,May,2022
DON002497,D01285,C009,2020-06-14,181.8,Credit Card,0,Completed,Social Media,FY2019,Q2,June,2020
DON002498,D00060,C013,2021-11-05,149500.0,Credit Card,0,Completed,Telephone,FY2021,Q4,November,2021
DON002499,D00790,C021,2023-09-12,11.35,PayPal,0,Completed,Email,FY2023,Q3,September,2023
DON002500,D01661,C005,2023-02-25,293500.0,PayPal,0,Completed,Corporate,FY2022,Q1,February,2023
DON002501,D01515,C028,2024-09-24,152.0,Credit Card,0,Failed,Direct Mail,FY2024,Q3,September,2024
DON002502,D01450,C004,2021-04-17,108.0,Credit Card,0,Completed,Email,FY2020,Q2,April,2021
DON002503,D00763,C028,2024-08-28,13250.0,Credit Card,0,Failed,Direct Mail,FY2024,Q3,August,2024
DON002504,D00601,C024,2020-09-25,58.6,Cheque,0,Completed,Telephone,FY2020,Q3,September,2020
DON002505,D00734,C018,2021-05-16,710.0,Cheque,1,Completed,Online,FY2020,Q2,May,2021
DON002506,D01653,C025,2024-03-14,20.8,Bank Transfer,0,Completed,Direct Mail,FY2023,Q1,March,2024
DON002507,D00050,C020,2020-11-10,73.6,Cheque,0,Completed,Direct Mail,FY2020,Q4,November,2020
DON002508,D00478,C011,2024-05-22,265.6,Credit Card,0,Completed,Direct Mail,FY2023,Q2,May,2024
DON002509,D01728,C016,2022-04-28,693.0,Direct Debit,1,Completed,Telephone,FY2021,Q2,April,2022
DON002510,D01631,C011,2024-06-16,1765.0,Credit Card,0,Completed,Direct Mail,FY2023,Q2,June,2024
DON002511,D01014,C006,2020-08-08,34.6,Credit Card,0,Completed,Social Media,FY2020,Q3,August,2020
DON002512,D00253,C030,2024-11-07,10.0,Credit Card,0,Completed,Online,FY2024,Q4,November,2024
DON002513,D01328,C010,2021-04-04,169.6,Bank Transfer,0,Completed,Direct Mail,FY2020,Q2,April,2021
DON002514,D01022,C020,2021-01-18,10.35,Direct Debit,0,Completed,Direct Mail,FY2020,Q1,January,2021
DON002515,D00958,C029,2023-09-15,1220.0,Cash,0,Completed,Peer-to-Peer,FY2023,Q3,September,2023
DON002516,D01486,C015,2024-06-16,32.6,Bank Transfer,1,Completed,Corporate,FY2023,Q2,June,2024
DON002517,D01665,C005,2023-02-14,8180.0,Credit Card,0,Completed,Corporate,FY2022,Q1,February,2023
DON002518,D00435,C006,2020-09-30,25.8,Direct Debit,1,Completed,Social Media,FY2020,Q3,September,2020
DON002519,D01591,C025,2024-04-01,107.4,Credit Card,0,Completed,Direct Mail,FY2023,Q2,April,2024
DON002520,D00728,C009,2020-07-05,269.0,Direct Debit,0,Completed,Social Media,FY2020,Q3,July,2020
DON002521,D01851,C018,2021-04-15,97.2,Credit Card,0,Completed,Online,FY2020,Q2,April,2021
DON002522,D00585,C005,2022-12-27,385000.0,Direct Debit,1,Completed,Corporate,FY2022,Q4,December,2022
DON002523,D01399,C014,2022-08-01,50.0,Cash,0,Completed,Corporate,FY2022,Q3,August,2022
DON002524,D01748,C012,2022-11-23,179.1,Direct Debit,0,Completed,Peer-to-Peer,FY2022,Q4,November,2022
DON002525,D01824,C009,2020-08-02,6220.0,Credit Card,0,Completed,Social Media,FY2020,Q3,August,2020
DON002526,D00976,C026,2022-11-14,138.0,Cheque,0,Completed,Telephone,FY2022,Q4,November,2022
DON002527,D01292,C009,2020-06-27,4610.0,Direct Debit,1,Completed,Social Media,FY2019,Q2,June,2020
DON002528,D01504,C027,2022-04-15,347.0,Credit Card,0,Completed,Email,FY2021,Q2,April,2022
DON002529,D01050,C002,2024-06-30,1600.0,Credit Card,0,Completed,Recurring,FY2023,Q2,June,2024
DON002530,D00629,C007,2020-04-28,386.0,Direct Debit,0,Completed,Direct Mail,FY2019,Q2,April,2020
DON002531,D01914,C019,2020-08-11,101.1,PayPal,1,Completed,Peer-to-Peer,FY2020,Q3,August,2020
DON002532,D01738,C010,2021-04-26,7150.0,Direct Debit,0,Completed,Direct Mail,FY2020,Q2,April,2021
DON002533,D01398,C001,2021-11-30,13.1,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON002534,D00526,C022,2023-11-22,528.0,Bank Transfer,0,Completed,Recurring,FY2023,Q4,November,2023
DON002535,D01906,C025,2024-04-07,166.0,Bank Transfer,1,Completed,Direct Mail,FY2023,Q2,April,2024
DON002536,D01853,C015,2024-07-18,29.5,Bank Transfer,0,Completed,Corporate,FY2024,Q3,July,2024
DON002537,D00665,C022,2023-11-03,214.0,Direct Debit,1,Completed,Recurring,FY2023,Q4,November,2023
DON002538,D00970,C001,2021-11-02,109800.0,Credit Card,0,Completed,Peer-to-Peer,FY2021,Q4,November,2021
DON002539,D00465,C026,2022-11-05,26.55,Credit Card,0,Completed,Telephone,FY2022,Q4,November,2022
DON002540,D01722,C018,2021-07-05,740.0,Direct Debit,0,Completed,Online,FY2021,Q3,July,2021
DON002541,D01080,C018,2021-07-05,272.0,Credit Card,1,Completed,Online,FY2021,Q3,July,2021
DON002542,D01727,C002,2024-07-02,90.15,Direct Debit,0,Completed,Recurring,FY2024,Q3,July,2024
